text,sentiment
"• We emphasize , however , that the structure of the mixing matrix V Hd can differ significantly from the known structure of the CKM matrix so that interesting departures from MFV correlations between various processes are possible . Basically all MFV correlations between K , B 0 d and B 0 s meson systems can be modified , while being still consistent with the existing data , even if these modifications amount to at most 30 % in the case of the CP - conserving observables considered here .",no
"The Effect Modification models were defined at two points in time , early and later , and were specified by including a multiplicative interaction term between parks from the two successive time periods ( i.e. an interaction between childhood parks and adulthood parks ) ( Fig . 1 ; see Model 4a ) . These models emphasised the temporal sequence of exposure during early or later life as being important for the eventual association with cognitive ageing . As before , we compared the partial Fstatistics of each life course model with the "" saturated "" model . A pvalue of over 0.05 signified that the life course model fitted the data as well as the "" saturated model "" . The life course model with the highest pvalue was deemed the most appropriate as this meant that it not only fit the data as well as the "" saturated model "" , but was more parsimonious . All models were adjusted for sex in a complete - case analysis . A positive regression coefficient represented higher residualised change in cognitive function between the time points ( i.e. relatively better cognitive change ) whereas a negative regression coefficient represented decreasing residualised change in cognitive function between the time points ( i.e. relatively worse cognitive change ) . The multiplicative interaction regression coefficient was interpreted as the coefficient of one park term being conditional on another .",no
"The present work also exhibits fruitful application of ANN model to estimate the output parameters of compression ignition engine fueled by NOME and Biogas with varying injection pressures. The results of developed ANN model is compared with actual results found by experimentation. From the error analysis, it was evident that the ANN predicted **data** matched the experimental **data** with high accuracy and correlation coefficient (R) values ranging from 0.977 to 0.999. The MEP was observed to be in the range of 1.1-4.57% with very low MSE. Study of proposed Back propagation network results concludes that ANN is one of the powerful predictor tools.
",no
"The model also requires input data of 87 Sr/ 86 Sr ratios in presentday drip waters and speleothems . As mentioned above , currently precipitating calcite and drip waters have , as expected , similar 87 Sr/ 86 Sr ratios ( table S1 ) .",no
"Covariance shift [Shimodaira, 2000], is another relaxation of DA. Here, given an observation, the class distributions are same in the source and target domains, but the marginal **data** distributions are different. P t (Y |X) = P s (Y |X), but P t (X) = P s (X). This situation arise, for example, in active learning, where the P s (X) tend to be biased to lie near the margin of the classifier. At a first glance, this situation appears not to present a problem, since P t (Y |X) = P s (Y |X), which we can estimate from the data. Here is why it becomes a problem in practice. Assuming, first of all, that the model family we use is mismatched to the data, i.e. regardless of what parameter we choose the model won't fit the underlying distribution. Under this assumption, covariate shift becomes a problem for the following reason. The optimal fit of the source **data** will be such that it minimize model error in the dense area of P s (X) (because these areas will dominate the error). Now, since P t (X) is different from P s (X), the learned model will not be optimal for the target **data** (again, since the model family is mismatched).",no
"Figure 2 :
2Prediction performance of 7 th -order polynomials surrogate model for the Hénon map in the x and p plane at a given tune ν = 0.205. Each dot represents one initial condition in the testing cluster. The red dashed line is the desired/expected value. Note the original **data** has been scaled/normalized to a range of [0, 1].
",no
Subjects' MEG **data** were aligned by using their individual headframe coordinate system defined through the nasion point and the two ear canals. A t-value difference map was calculated comparing ZLVBDD i values of PTSD patients and controls on a voxel-by-voxel basis. Using AFNI (Analysis of functional neuroimages [44]) the t-value difference map was overlaid with the CH2 brain template (see Figure 1).,no
"Two UV lamps were positioned oppositely inside the tube. In a dusty environment, airborne E. coli can be carried by dust particles which prevent UV light from irradiating E. coli. Placing two symmetrical UV lamps can increase the UV irradiance exposure to E. coli. The UV light intensity distribution of one and two UV lamps simulated by UVCalc software is shown in Figure 3. The distributions of UV intensity were not uniform. With one UV lamp installation, the UV fluence rate decreased as the distance away from the UV lamps increased. The overall means of UV irradiations in the central plane were 3687 µW cm −2 and 7434 µW cm −2 for one UV lamp and two UV lamps, and in the total scrubber were 1707 µW cm −2 and 3422 µW cm −2 for one UV lamp and two UV lamps, respectively. The UV fluence rate measurement was validated by the UV light meter at different distances away from the UV lamps. A total of 12 points at different distances were measured for each UV lamp setup. The average fluence rate of the 12 points measurement were 4884 µW cm −2 and 9860 µW cm −2 for one and two UV lamps. The average fluence rate of 12 points with the corresponding distances calculated by the model is 5048 µW cm −2 and 10,869 µW cm −2 . The relative accuracy of the measured **data** and the **data** taken from the model has a difference of about 3% and 9% for one and two UV lamps, respectively. This shows the reliability of the model as the UV light meter has an accuracy of ±5%. In two UV lamp setup, there is a difference of more than 5% compared to the model data. This can be explained by limitations in the measurement process. UV meter sensor can only cover a certain irradiance angle. Therefore, when measuring the UV intensity of two lamps symmetrically positioned on wall, it will not be able to cover the entire incident light, leading to a slight decrease in fluence rate. In one UV lamp setup, the UV meter sensor cover the irradiance angle better than in two UV lamp setup, making a better accuracy rate.  ",no
"It is important to point out that despite the small amount of genetic differentiation in the sample as a whole, it was possible to distinguish between the groups from each country using a hierarchical AMOVA model and a dendrogram algorithm. Thus, the absence of significant population structure between the four groups did not mean that the groups could not be distinguished from each other. Rather, the **data** in Table 4 show that enough differences exist to separate the two populations from Nigeria from those from Ghana.",no
"Here Equations (2) and (3) mean that U and X together account for all confounding in the observational data, but the observed covariates X alone are not enough. Moreover, we impose the overlap condition 0 < P (A = 1 | U, X, G = O) < 1, which is a standard assumption in causal inference literature. Because of the unmeasured confounders U , the observational **data** alone is not enough to identify the treatment effect parameter τ in eq. (1).",no
"We did not find any obvious relationship between our measured coronal loop magnetic field strengths and the magnitude of the photospheric magnetic flux of the active regions in this survey . We performed some preliminary checks , however , to investigate whether we could uncover any obvious correlations with other properties of the loops . Excluding the loop segment where the measured field strength was too high for the weak field approximation to be valid , we found a strong correlation ( r=0.66 ) with the measured temperature , such that higher magnetic field strengths lead to higher loop     were made around the loop , although our sample does cover quite a wide range of loop properties from cooler , denser cases to hotter , more tenuous ones . We also found that a relationship can be established with the loop pressure that extends to the loop segment with the highest field strength ( shown in Figure 4 ) . This segment also has the highest density and lowest temperature , which act to offset each other and allow the loop to follow the same trend as the others and the correlation between the parameters is also strong ( r=0.68 ) . Our initial survey has been limited by the need to select a sample from data taken early in the mission when calibration degradation was minimal . Ongoing progress in improving the EIS calibration will allow a wider study to take advantage of more extensive data ( including flare data ) in the future . This should help to clarify these relationships further . Landi et al . ( 2020 ) estimate the uncertainty in their measurements to be on the order of 70 % -driven by multiple factors such as the cross - calibration between the short - and longwavelength detectors , the density diagnostic ratio , atomic physics parameters , and also the accuracy of the energy separation between the 4 D 5/2 and 4 D 7/2 levels . This includes an estimate of the contribution from the radiometric calibration and sensitivity degradation over time . As discussed , we chose observations from early in the mission to minimize the impact of the time - dependence of the calibration . Based on the Warren et al . ( 2014 ) model , sensitivity loss is minimal ( < 10 % ) for the datasets we use , so this contribution is reduced from 50 % to 24 % . This propagates through to produce an uncertainty in I M IT /I M 2 of 51 % . We adopt this value in Table 1 . Furthermore , the conversion from I M IT /I M 2 to B is not linear ( see Figure 2 ) . To assess the impact of the uncertainties on this conversion , for each loop , we performed a 10000 run Monte - Carlo simulation where we randomly perturbed the I M IT /I M 2 value within a uniform distribution covering the range defined by the 51 % uncertainty . We then take the standard deviation of the magnetic field strength distribution , with the estimated ∼20 % uncertainty in the 4 D 5/2 and 4 D 7/2 energy separation added in quadrature , as our evaluation of the uncertainty in B. These range from 20 - 36 % and are added in Table 1 .",no
"FIG. 1 .
1Neutron multiplicity dependence of acoplanarity distributions from γγ → μ þ μ − for p μ T > 3.5 GeV, jη μ j < 2.4, jy μμ j < 2.4, and 8 < m μμ < 60 GeV in ultraperipheral Pb-Pb collisions at ffiffiffiffiffiffiffiffi s NN p ¼ 5.02 TeV. The α distributions are normalized to unit integral over their measured range. The dot-dot-dashed and dotted lines indicate the core and tail contributions, respectively, found using a fit to Eq. (1). The vertical lines on **data** points depict the statistical uncertainties, while the systematic uncertainties and horizontal bin widths are shown as gray boxes.
",no
"The most significant quantity in all these criticality experiments is the mass of the assembled fissile material in the benchmark assembly when it is close to the criticality point (critical mass). Measured physical parameters (other than nuclear data) that influence determination of the critical mass are the geometry of the fissile material, its isotopic composition and density, the geometry and material composition of the support structure, and characteristics of the surrounding environment. The neutron leakage from cylinders with various geometries is rather sensitive to the energy-angular distribution of neutrons scattered in the benchmark fissile material and less sensitive for geometrically similar spheres. Uncertainties of the physical parameters (e.g., dimensions) for manufactured cylinders of fissile material are much smaller than those for comparable spheres. Criticality measurements are very sensitive to fissile material geometries. Errors in determining benchmark physical parameters, underestimation of their uncertainties, failure to apply required corrections, and deficiencies or simplifications in the models used in simulations can affect the ∆k eff comparisons significantly. The excessive impact of these benchmarks on **data** validation and/or **data** adjustment could be mitigated by considering USU.",no
"We now build a Gaussian process 29 model to statistically infer the density given one or two schlieren images. To ease our exposition, we enumerate the model training and the model prediction **data** below, where the abbreviation ""loc."" denotes locations and ""out."" denotes outputs.",no
"A search for supersymmetry in events with same-sign leptons and jets is presented. The analysis is performed with pp collision **data** collected at a centre-of-mass energy of √ s = 13 TeV between 2015 and 2018 with the ATLAS detector at the LHC, corresponding to an integrated luminosity of 139 fb −1 . Five signal regions are defined to provide sensitivity to a broad range of supersymmetric processes. No significant excess over the yields expected from SM processes is observed, and model-independent limits on the cross-section of possible BSM signal contributions to the signal regions are reported.",no
"It may be surmised from the preceding discussion that uncovering the existence of USU, and developing procedures by which these uncertainties can be taken into consideration, requires evaluators to examine features of the **data** points themselves, including both their mean values and assigned uncertainties, and not simply to accept the author-provided mean values and uncertainties as a matter of faith. Failure to consider the possible existence of USU, if the contributions are significant, will result in the very deficiencies that manifest themselves in the aforementioned clues.",no
"In our work, we were not able to identify clear distinguishable features that would discern among the dark patterns. This is because we worked with a ""found"" **data** set. Namely, the features were not engineered to represent a specific dark pattern.",no
"Inverse distance weighted interpolation method is a kind of spatial interpolation geometry method [12], which belongs to distance weight coefficient method series, the principle is to grant closer point greater weight than distant point.
 υe indicates variable value of test point, there e  = n j j j 1     Among them, j  (= 1, 2 ... n) is the variable value of point j (x j , y j ), j  is corresponding weight coefficient. Weight coefficient j  is calculated: j  = j 1 ej ej f d f d n   ( ) ( ) Among them, n is known point, f(d ej )is weight coefficient of distance d ej between interpolation 1 d ,
 Among them, b is appropriate constant, when b is 1 or 2, corresponding to distance reciprocal interpolation and distance reciprocal square interpolation. The method is simple and easy to operate, and it can provide rational interpolation results for **data** when its variable value varies widely, meaningless interpolation results won't appear as well. Shortages are: first of all, this method is very sensitive to the choice of weight function; Second, this method is greatly influenced by inhomogeneous distributed **data** points, when two or more sample points are adjacent, there is no processing to existing redundant information; Finally, inverse distance square has few forecast characteristics, global maximum and minimum variable values are scattered in the data.",no
"To assess the impact of MLC tracking on target coverage and organ-at-risk (OAR) dose, the expected deviation between the planned and delivered dose must be quantified. Several methods have been proposed to compute the delivered dose based on offline dose reconstruction. [15][16][17][18] Recently, we have presented an online dose reconstruction solution for assessment of prostate SBRT, 19 which calculates and accumulates dose in real-time based on dose-influence data, while accounting for the machine/target motion interplay. Dose-influence **data** describe the influence of the fluence distribution on the patient dose. To make this approach applicable to dose calculation, the fluence distribution is subdivided into small rectangular segments, called bixels. Online dose reconstruction provides real-time quality assurance during treatment and provides the means to directly validate the performance of MLC tracking. Moreover, it is a prerequisite for replanning scenarios in which the treatment plan is changed on the fly during delivery. For example, drift motion might result in a gradually changing trade-off between target coverage and OAR dose which can be compensated for during delivery by replanning between beams.",no
"The current investigations present the numerical investigations of an infection-based fractional order nonlinear prey-predator system using the stochastic procedures of the scaled conjugate gradient and the artificial neuron networks. The stochastic computational procedure SCGNNs is applied to solve three different cases using different fractional-order values. The **data** proportions applied 75%, 10, and 15% for training, validation, and testing to solve the infection FONPPS. Ten numbers of neurons have been used to solve the nonlinear biologicalbased differential model. The numerical simulations of the infectious disease FONPPS are accomplished using the SCGNNs, while the competitive performances have been presented using the Adams-Bashforth-Moulton approach. The numerical results of the nonlinear fractional-order biological system are calculated using the computational SCGNNs to reduce the mean square error. To ratify the exactness, reliability, capability, and aptitude of the proposed SCGNNs, the numerical measures are plotted using the regression, MSE, STs, correlation, and Ehs. The identical performances designate the precision and accuracy of the proposed stochastic scheme and the AE values found in suitable ranges based on the nonlinear fractional-order biological system. The AE values, and the plots of other performances represent the dependability and consistency of the proposed approach. In future studies, the stochastic SCGNNs are pragmatic to achieve the results of the lonngren-wave systems and fractional order nonlinear systems [37][38][39][40][41][42][43][44][45].    ",no
"Frequently, **data** that can be measured in principle cannot be captured for design reasons. In contrast, relevant status **data** can be calculated or predicted from simple measurable parameters using valid simulation models or based on expert knowledge. The acquisition of such parameters can be referred to as a soft sensor supporting the AI algorithms, which can then be trained with a larger and technically more meaningful database and be calibrated for prediction [6,7].",no
"Control-plane-only for detection: One way to detect detours is to use traceroute, analyze reported hops and use latency as an indication of a detour. This approach was followed by [11] that studied peering relationships in Africa; we too use this approach to validate our results on live data. However, we detect detours using only control plane data. This has a number of advantages: 1) Collecting **data** plane information at an Internet scale is hard. It needs infrastructure and visibility provided by Atlas probes or Ark monitors is limited. Moreover, running too many traceroutes from own network to others might lead to blacklisting. 2) Small footprint of our methodology makes it easily reproducible. Any network operator can pull a RIB dump from his/her border router and run Netra to detect detours for prefixes they own.",no
"To establish strong privacy guarantees , it is important to limit the student 's access to its teachers , so that the student 's exposure to teachers ' knowledge can be meaningfully quantified and bounded . Fortunately , there are many techniques for speeding up knowledge transfer that can reduce the rate of student / teacher consultation during learning . We describe several techniques in this paper , the most effective of which makes use of generative adversarial networks ( GANs ) ( Goodfellow et al . , 2014 ) applied to semi - supervised learning , using the implementation proposed by Salimans et al . ( 2016 ) . For clarity , we use the term PATE - G when our approach is combined with generative , semisupervised methods . Like all semi - supervised learning methods , PATE - G assumes the student has access to additional , unlabeled data , which , in this context , must be public or non - sensitive . This assumption should not greatly restrict our method 's applicability : even when learning on sensitive data , a non - overlapping , unlabeled set of data often exists , from which semi - supervised methods can extract distribution priors . For instance , public datasets exist for text and images , and for medical data .",no
"Both algorithms were trained, with highly acceptable results. Both algorithms had over 90% accuracy during training, with the KNN having 95.55% accuracy and the ANN scoring 96.79% over the training data. Figures 10 and 11 show the confusion matrices generated with the test data. While the KNN algorithm did have minor errors in classifying non-anomalous **data** and curves, the ANN had trouble classifying only curves. Thus, the number 0 represents healthy data; number 1 represents possible potholes, number 2 speed bumps, and number 3 harsh curves.  Lastly, both algorithms were given 85% of the whole dataset to train and 15% to test. These tests consisted of accuracy for training, and F1-Score for test data, as well as a confusion Matrix, to determine the specific classifications in which they did not perform well enough.",no
"Taking advantage of advanced Machine Learning and data mining techniques , we synthesize global datasets of climate oscillations ( Supplementary Table 1 ) into a compact drought index forecast , namely the Standardized Precipitation and Evaporation Index ( SPEI ) , which is representative of upcoming hydro - meteorological anomalies at the Omo - Turkana basin scale ( see "" Methods "" and Supplementary Fig . 3 ) . Adaptive filling policies use the forecasted drought index to speed up the filling process during wet spells , and , conversely , increase releases during dry seasons would sustain downstream activities ( see "" Methods "" ) .",no
"For our second set of experiments, we use the three-class annotation scheme. We merge the text of the sentences in the context windows as well as their dependency triplets to obtain the features. The results are reported in Table 3 with best results in bold. Although these results are not better than the context-less baseline, the reason might be **data** sparsity since existing work on citation sentiment analysis uses more **data** (Athar, 2011).  ",no
"Based on the collected measurement **data** and the formalized expert knowledge, the implemented AI-based algorithm can be used to quantify and intuitively visualize the relationships in the measurement data.",no
"Processes 2021, 9, x FOR PEER REVIEW 2 of 13 In this paper, the focus is on the formalization of expert knowledge and its use for test design and integration into different machine learning (ML) algorithms. The formalization of expert knowledge from different domains (e.g., expertise regarding plant mechanical processes and knowledge about thermo-chemical and other physical mechanisms of chemical processes) is particularly challenging and reveals the uniqueness of the presented approach. Due to the lack of data, deep neuronal networks cannot always be trained, and other ML algorithms must be combined to quantify and expand expert knowledge from different domains. Figure 1 shows the continuous learning procedure and the interaction between the different parts of an AI-based hybrid model, i.e., **data** measurement, expert knowledge, and ML algorithms with special metrics for automated evaluation (autoML) [5]. With this procedure, expert knowledge can be continuously quantified, and the understanding of the plant and chemical processes can be expanded. Along with a cloud-based IT solution from Engineering Data Intelligence (EDI Ltd., Pfinztal-Berghausen, Germany) called the ""EDI hive Internet of things (IoT) Framework"" (short EDI hive), the process of capturing expert knowledge and the integration of process engineering fundamentals, AI-based modeling, and the subsequent application of the AIbased hybrid model in power plant operation can be achieved. In this paper, the advantages of AI-based hybrid models in industrial applications are discussed, the experimental results are presented together with the modeling results, and the continuous software-based support of this process through EDI hive is demonstrated.",no
"In summary , we have developed DiLFM , an algorithmenhanced LFM technique that can substantially reduce reconstruction artifacts and maintain high contrast without any hardware modification even in extremely noisy conditions . To optimize the performance of the proposed DiLFM , we thoroughly discuss the appearance and mechanism of three different kinds of LFM reconstruction artifacts and intake them all into a dictionary patching model to correct them . Furthermore , the proposed dictionary patching increases the reconstruction resolution and contrast by supplying high - resolution and high - contrast information from the training stage . We validate our DiLFM through In the functional imaging experiment , we show DiLFM can discover two times more neurons with improved ΔF / F and reduced artifacts disturbance with low light dosage . We hope the scheme can help LFM become a promising and reliable tool for high - speed imaging biological tissues in 3D. The proposed DiLFM achieves superior performance compared to traditional LFM but with full advantages of LFM in other aspects . For example , the volume acquisition rate of DiLFM is independent of the size of the sample and only limited by camera frame rate , compared to other 3D imaging technology . Introducing the dictionary only affects the downstream data processing speed without any sacrifice of capturing rate . It is straightforward to extend DiLFM to a larger FOV or a compact head - mounted LFM 27 . Furthermore , by introducing photon - scattering models into dictionary priors 34 , it is possible to exceed the depthpenetration limitation of DiLFM in in vivo mouse - brain imaging 23 . Borrowing the thoughts from DiLFM of using the versatile dictionary to adopt different imaging environments , other deconvolution energized volumetric imaging methods 22,35 can also use such a prior for better performance in various applications .",no
"In D'Angelo et al. [28] and in Audrito et al. [29], the authors study the bandwidth constraint problem. This concerns flow on multi-interface networks. In these papers, each interface is associated with a specific bandwidth. The Maximum Flow and Minimum Cost Flow problems aim at finding a connection between two nodes by considering the bandwidth constraints. The Maximum Flow problem aims at maximising the bandwidth between the two nodes. All the network interfaces are assumed to be active. In this way all the permitted connections can be established. In this context, a flow function that guarantees the maximum communication bandwidth between the two nodes has been studied. This problem is a generalisation of the Maximum Flow problem for standard networks. The Minimum Cost Flow problem aims at finding a communication sub-network between two nodes that has a minimum energy consumption cost and ensures at least a given communication bandwidth B. More precisely, the problem finds the set of active interfaces that has minimum cost and ensures that a certain node s can exchange **data** with another node t with a bandwidth not smaller than B. Although the solution can be a path between s and t, a more complex graph can be required. This has nodes with active interfaces that depend on the network topology. This problem is a generalisation of the Minimum Cost Flow problem for standard networks.",no
"Loss re-weighting Apart from the aforementioned databased re-balance strategies, another line of studies propose to mitigate the negative effects of **data** imbalance by modifying the loss functions. Loss re-weighting is one of the simple but effective ways to tailor the loss function for imbalanced classification, where the basic idea is to upweight the tailed samples and downweight the head samples in the loss function [17]. The existing solutions differ mainly in how to define the weights for different classes. In classsensitive cross-entropy loss [14], the weight assigned to each class is inversely proportional to the number of samples. In class-balanced loss [7], the authors decide the re-weighting coefficients based on the real volumes of different classes, named effective numbers. In the work [30], the weights to the training examples are optimized to minimize the loss of a held-out evaluation set.",no
"In order to confirm our results from the PI **data** set, we conducted chromosome counts in PMCs. Seed of L. kirkii was not available, so its chromosome number remains unknown.",no
"To offload network backhaul core from packet **data** traffic, SMMIMO proposes to use Multi-Packet Gateway (Multi-PGW). PGW are distributed in all VN's, where small VN's can use their parent VN PGW if necessary. Distributed PGW will increase the overall system capacity by offloading the network core for other services network services.",no
"Using the CMS labels of the core consensus samples as a ' gold standard ' , we developed a novel classification framework for predicting CMS subtypes using aggregated gene expression data from all cohorts ( Online Methods ) . CMS labeled samples were split into two equal partitions for training and validation , and a Random Forest classifier was generated from 500 balanced bootstraps of the training data . When applied to the validation data , the classifier demonstrated robust performance across gene expression platforms ( Affymetrix , Agilent , and RNA - sequencing ) and sample collections ( FFPE , fresh - frozen ) with a > 90 % balanced accuracy across all subtypes ( Supplementary Table 4 , Supplementary   Fig . 3 ) . This corroborates both the portability of the classifier as well as the evident subtypespecific signals across datasets .",no
"The rest of the paper is organized as follows. The second section introduces the proposed method that estimates the Hurst exponent with a Bayesian approach. The third section presents the simulation results and compare the estimation performance of the proposed method to the traditional regression method. The fourth section illustrates an application of the proposed method to a real-life **data** set, a turbulence velocity signal, that is known to possess Hurst exponent H = 1/3. The last section is devoted to the concluding remarks and a future research direction.",no
"Deep neural nets ( DNN ) have led to a revolution in the areas of machine learning , audio analysis , and computer vision . Many state - of - the - art results have been achieved using these architectures . In this work we study the properties of these architectures with random weights . We prove that DNN preserve the distances in the data along their layers and that this property allows stably recovering the original data from the features calculated by the network . Our results provide insights into the outstanding empirically observed performance of DNN and the size of the training data .",no
"We conclude to have found evidence of periodic line-profile variability in the primary and secondary of CV Vel with a period between 5.7 and 6.4 days. This is almost equal to the orbital period. Moreover, the quoted frequency error is a formal 1σ leastsquares error, and is an underestimation of the true error given that we covered less than two full cycles with unblended Mg II lines. It therefore seems that line-profile variability occurs with a period very close or equal to the orbital one. This is potentially interesting as it could point towards the excitation of a tidally induced g-mode oscillation in the components. However, given the phase relation we obtained, and the absence of any periodic signature in < v 2 >, it is more likely that a reflection and/or variable limb-darkening effect lies at the origin of the detected variability. We need a more extensive **data** set to firmly establish the correct interpretation of CV Vel's line-profile variability.",no
"Response: It is possible to measure the shell length of dead snails. However, comparing those measures to the size of snails that survived all the way to the end is problematic because the time period they were able to grow is different. Thus, the size of snails that died during the treatments could appear smaller even if their growth rate was the same when compared to individuals that survived to the end. This is the reason why we did not measure the size of snails that died. Further studies could follow snail growth over time with high resolution to get estimates of their growth trajectories. Such **data** could help to address the issue raised by the reviewer.",no
"The bootstrapping technique (Efron and Tibshirani 1993) was used to obtain confidence intervals of the response time courses and amplitudes for each visual area and subject. A single bootstrap sample was made as follows. First, we randomly chose runs with replacement from all the runs of each subject. Then, from the fMRI and behavioral **data** sets of the chosen runs, we deconvolved fMRI responses time courses and estimated the response amplitudes in the same way as for the original **data** sets. This procedure was repeated 10,000 times, and then 95% confidence intervals were obtained from the resulting distribution.",no
"The determinism test, which is based on a correct reconstruction of the attractor, enables us to measure average directional vectors in the coarse-grained embedding space [19]. The embedding space should be coarse-grained into equally sized boxes. Each pass of the trajectory through the th box can be regarded as a unit vector , and their directions are approximated by the points where the particular pass enters and leaves the box. Their average directional vector of the unit vector through the th box is defined by
= 1 ∑ =1 ,(7)
where is the total of all passes in box . Therefore, an approximate direction for the vector field can be obtained by all occupied boxes. If the **data** set sources from a deterministic dynamic process as well as a fine enough coarse-grained partitioning, the vector inside one box would nearly not cross. Since each crossing will decrease the size of the average vector , the average length of all directional vectors will be 1 for a deterministic process, while for a random process it will be 0. In order to verify whether the studied sway is from a stationarity process, stationarity test is evaluated [16,20]. To perform this method, the time series (20000 points) is divided into ℎ (ℎ = 100) short nonoverlapping segments; therefore, a cross-prediction error ( ) statistic is calculated for ℎ 2 possible combinations. We obtain a very sensitive statistic capable of detecting minute changes in dynamics and thus a very powerful probe for stationarity. If of each combination is not much larger than the average, the examined time series can be considered to be from a stationary system.",no
"The development of mesoscale circulation depends on the length scale of the land heterogeneity. Mesoscale circulation is sensitive to spatial scale and is typically generated at scales of 10-100 km 16,41 . To investigate the sensitivity of cloud inhibition effect induced by mesoscale circulation to spatial scale, we reestimated ΔCloud using MODIS cloud **data** resampled to different spatial resolutions. We find that with reduced resolutions of cloud data, the spatial coverage of cloud inhibition shrinks from~37% at 0.05°to~24-28% at 1°, while cloud enhancement becomes more dominant (from 63% to~76-72%) (Supplementary Fig. 12 and Supplementary Table 2). This implies that at coarser scales (e.g., typical GCM spatial resolutions), at which mesoscale processes become less important (i.e., less cloud inhibition), observation-and model-based results tend to converge on cloud enhancement of forests.",no
"For statistical analysis the SPSS statistics package (version 19.0; IBM SPSS, Armonk, NY, USA) was used. The distribution of our **data** indicated that fGC **data** were normally distributed after Kolmogorov-Smirnov; therefore, we used untransformed fGC values for graphical representation of the data. In addition, means were tested for significant differences with the t-test for repeated and independent samples, and comparisons between groups for zoo location, seasons, social group and age class were analysed by one-way analysis of variance (ANOVA). In the case of overall significant effects, when appropriate, post hoc comparisons were conducted by Tukey, Wilcoxon signed-rank, and Kruskall-Wallis tests. For all statistical tests, the alpha value was set at P = 0.05. Assays results are expressed as mean ± standard error of mean ng metabolite concentrations of fGC per dry gram of faeces. To determine correlations between fGC levels and social rank, Spearman correlation analysis was used.",no
"We correct for leading-track misidentification with a data-driven procedure. Starting from the measured distributions, for each event the track loss due to inefficiency is applied a second time to the **data** (having been applied the first time naturally by the detector) by rejecting tracks randomly. If the leading track is considered reconstructed it is used as before to define the different regions. Otherwise the sub-leading track is used. Since the tracking inefficiency is quite small (about 20%) applying it on the reconstructed **data** a second time does not alter the results significantly. To verify this statement we compared our results with a two step procedure. In this case the inefficiency is applied two times on measured data, half of its value at a time. The correction factor obtained in this way is compatible with the one step procedure. Furthermore, the data-driven procedure has been tested on simulated **data** where the true leading particle is known. We observed a discrepancy between the two methods, especially at low leading-track p T values, which is taken into account in the systematic error. The maximum leading-track misidentification correction is 8% on the final distributions.",no
"• The amount of **data** N required to detect a breakdown of linear response for a given perturbation size can be very large. For the logistic map with a given perturbation size of the order of ε = O(10 −6 ) one needs at least N = 600, 000 for a smooth observable A(x) = x. Hence, an apparent linear response seen in a given time series might be spuriously caused by an insufficient quantity of data.",no
"Then spectral **data** at two wavelength points, (e.g. 1210 and 1630 nm) were recorded for all the 20 scans and the standard deviation (SD) and coefficient of variation(CV) for both reloaded and non-reloaded sets of ten scans for the civet coffee and the non-civet coffee were calculated. The standard deviation of the reloaded set is the spectral precision that will be achieved in the day to day work. The CV should be no higher than 4%. The SD and CV were also calculated for the reloaded set. This is the error of the instrument itself, because there should be no operator error. The SD and CV of the non-reloaded set of 10 scans should be much lower.",no
"The novel biomarker ki:e SB-C was systematically evaluated to determine fit for purpose by following the V3 framework. One important aspect and strength of digital biomarkers in general, and ki:e SB-C in particular, is automation. Speech **data** can be easily collected by telephone or by mobile front-ends face-to-face, and ki:e SB-C can be reliably calculated using the proprietary automatic speech analysis pipeline. Verification step of this study revealed that the automatic speech processing pipeline, including speech recognition, performs at an acceptable level across different languages and tasks, and therefore, automatic processing works reliably for the purposes of  the biomarker. The aim of the analytical validation was threefold: to evaluate (1) the ki:e SB-C against a cognitive gold standard measure (MMSE), (2) the biomarker's retest reliability, and (3) how well ki:e SB-C reflects agerelated -but clinically not relevant -changes. The results of the analytical validation analyses revealed that ki:e SB-C was a valid biomarker to measure cognitive abilities that are relevant for the target population, as seen by its high correlation with MMSE scores even if corrected for the effect of age. Furthermore, the automatically calculated biomarker was stable in retesting as assessed by a test-retest analysis. It is well established that aging is a risk factor for cognitive decline and diseases [26]; however, not all changes are pathological. It is important for a biomarker that is a surrogate for cognition to reflect subtle changes that are at a subclinical level. Our results showed that ki:e SB-C can detect age-related changes in cognitive function. These changes are also reflected in MMSE scores as a trend. Regarding the direct comparison with the MMSE on the healthy DeepSpA population, the SB-C seems to vary more marked by a larger standard deviation (regarding the mean) as compared to the MMSE. This might be also due to the fact that the SB-C is a more fine-grained measure as compared to the MMSE, which might especially in the healthy population lack the resolution to measure cognitive changes at this higher functioning level and would elicit less variance.",no
"The **data** extracted from the broadband stations are in MiniSeed format; therefore not further conversion is needed, only into .mat files. In this case we followed the same procedure as for the Cubes, we took the time **data** of each explosion to cut the MiniSeed file 30 s before it and 60 s after it and save it in Matlab files. The only problem we addressed in this step was that the coordinates of the broadband stations were daily calculated and differ from one day to another in some decimals. In order to have a final station coordinates we calculated the mean of all these daily GPS coordinates.",no
"Figure 1 .
 1Ethical Thinking Survey -Pre-course v. Post-course, Likert Scale Question Results(1 = Strongly Disagree, 5 = Strongly Agree), Error Bars show ±1 Standard Error.*indicates statistically significant difference between pre and post-course **data** post-test, and stronger feelings that what was learned in the course would not be used in the future. Levene's test confirmed homogeneity of variances for the data. A paired samples t-test was performed to assess the significance of the changes between pre and post-course data. The **data** for the 2-tailed t-test indicated that difference between the pre and post values (M = 0.55, SD = 1.15)",no
