Text,instruction,input,Label
"These **data** suggested that RprY may play a role in regulating the heat shock response in P. gingivalis. We performed electrophoretic mobility shift assays (EMSA) to determine whether the regulation was due to direct binding of RprY to the promoter regions of the genes in question or an indirect effect because of RprY interaction with another regulator. DNA probes were generated by amplification of the 59 intergenic region upstream of the ORFs. DIG-labeled probes were incubated with increasing amount of phosphorylated rRprY protein (,0, 8.8, 17.6 and 35.2 pmol). Protein binding specificity was determined by adding 50-100X excess unlabeled probe to the reaction mixes. In these experiments the ahpC and sod promoters were used as positive and negative controls, respectively, as we previously showed that ahpC, but not sod, was a target of RprY [9]. By EMSA we showed that RprY bound to the promoter regions of groES, clpB and dnaK, but did not bind to the promoter region of htpG (Fig. 6B).",Is data availability statement,,0
"We have successfully implemented online 4D dose reconstruction in our research treatment planning and delivery platform. The tracking solution can be used on a conventional linac. The tracking and delivery software DynaTrack runs on a computer in the linac control room, while the workstation running DynaPlan can be placed anywhere, as long as a lowlatency network connection is available. The algorithms for dose calculation and accumulation reach a high memory bandwidth of 50-70 GB/s on the workstation used in this study. Although the runtimes are reasonably stable, Windows is not a real-time operating system. Hence there might always be an unexpected lag, resulting in individual outlier runtimes for a few scattered instances. The mean computation time per MLC aperture ranged from 21.3 to 34.5 ms which was well below 40 ms. Hence, a computation rate of 25 Hz can be maintained. If latency builds up nonetheless, it can be compensated during beam-off periods, when no accumulation has to be performed. For the patient **data** in this study, the runtimes scale with the size of the dose-influence data. On computers with less memory bandwidth or computational power, the number of slices to calculate and accumulate dose for could be decreased (e.g., to the target region-of-interest only, instead of the whole lung volume).",Is data availability statement,,0
"In this fraud, products were ordered regularly, but the delivery address was changed for the PO (3) to a private address. Larceny 6 (O2C) Similar to larceny 5, but in the O2C process. The delivery address in the master **data** of a customer in the order was changed (9), so that the delivery of a corresponding customer order was delivered to the wrong address. The address was changed back afterwards. Corporate Injury 1 (P2P) This fraud represents extensively large purchases by changing the Sales Planning (6), leading to company damages through high spending and potential waste and overstocking of warehouses. Structurally, this fraud results in anomalous extreme values in POs. Corporate Injury 2 (O2C)",Is data availability statement,,0
"The results of both of these experiments only hold if the GRMHD models used as synthetic data provide a good description of M87 . As multiple observation epochs become available , it will be possible to explicitly measure the statistics of the stochastic fluctuations , empirically addressing this assumption . It will also enable direct ensemble - to - ensemble comparison like that described in Kim et al . ( 2016 ) . A promising , alternative approach would be to perform a principal component analysis ( PCA ) decomposition of the snapshots within each model Figure 11 . Visibility amplitude and closure phase residuals for an SSM fit to the April 5 , high - band data for a "" good "" snapshot image frame from a MAD simulation with a * =0 , i=167 ° , and R high =160 . The reduced - χ 2 values for the fits are 5.9 ( THEMIS ) and 7.3 ( GENA ) . All residuals are normalized by their corresponding estimated observational errors . Figure 12 . Three sample SSM fits to April 6 high - band data . All are from models with THEMIS - AIS p AIS >0.1 . In panels ( a ) and ( b ) , the prominent photon ring places a strong constraint on θ g . In panel ( c ) , the extended disk emission results in a smaller θ g estimate . ( Medeiros et al . 2018 ) , and fit images generated by varying the weights of the PCA components to the data to mimic the set of possible realizations of the turbulence .",Is data availability statement,,0
"Sweet potato cv. Xushu 18 was used in this study. Plants were grown on test field under natural conditions in May of 2009 at Sichuan University. For 2-DE analysis, we harvested the unexpanded young leaves and the fully expanded mature leaves ( Supplementary Fig. S1) at midday and frozen immediately in liquid nitrogen. For cloning of the two RCA isoform genes, the fully expanded leaves of sweet potato were collected. To investigate whether mRNA's expressed pattern of Ib-RCA in leaf tissue is regulated by light, we harvested mature leaves every 2 h throughout a 24 h period. In order to investigate the temperature responses of Ib-RCA genes, sweet potato growing in field was transplanted to climate box (25°C under a 14/10 h light/dark photoperiod and 200 lEm -2 s -1 ). After continuous light (25°C, 200 lEm -2 s -1 ) treatment for 2 days, sweet potato was then treated at different temperatures (20, 25, 30, 35°C and 200 lEm -2 s -1 ) for 24 h. We sampled and frozen immediately in liquid nitrogen, then stored at -80°C until use. Sequences **data** from this article have been deposited at GenBank (http://www.ncbi. nlm.nih.gov) under accession numbers JQ923423-JQ9234231.",Is data availability statement,,1
"
we present our results for the magnetization behavior for a variety of parameter values. In each panel, **data** from several J 4 values is presented side-by-side, with each panel using **data** from a different J 3 value. Several trends are discernible in this figure. The width of the 1/2 plateau increases with increasing J 3 . The critical magnetic field at which
",Is data availability statement,,0
"Our **data** thus far clearly point to PIKfyve playing a role in the process of tau seeding in neurons. In order to explore this, we decided to further characterize K18 PFFs uptake and internalization following PIKfyve inhibition. Using K18 PFFs labeled with the pH-insensitive AF488, the number of K18 or FL Tau PFF-positive vesicles in primary hippocampal neurons was to our surprise not altered at 100 nM or 1 μM YM-201636 treatment (Fig. 5, A and B). These results seemed at first to be counterintuitive given our previous **data** using pHrodo labeled K18 PFFs that suggested reduced internalization. To address this conundrum, we tested if pharmacological inhibition of PIKfyve would reduce K18-pHrodo signal as we observed using the knockdown approach. Similar to PIKfyve knock-down, treatment of primary hippocampal neurons with YM-201636 displayed a dose-dependent reduction in K18-pHrodo signal (Fig. 5, C and D). Since the pHrodo signal is not only dependent on neuronal internalization of a labeled substrate but also on the transport into low-pH compartments, we evaluated intracellular acidification using LysoTracker. Interestingly, YM-201636 treatment did not show a decrease, but rather an increase in LysoTracker intensity at concentrations up to 1 μM before reducing due to toxicity (Fig. 5F). These **data** show that the reduction in K18-pHrodo signal is not due to impaired acidification but instead suggest that K18 PFFs are retained in nonacidic vesicles in the endosomal pathway. In support of this notion, PIKfyve inhibition has been linked to an intracellular vesicular phenotype consisting in enlarged endosomes, caused by the reduced maturation of MVB into lysosomes as well as lysosomal recycling (52,53). Indeed, when we treated primary hippocampal neurons with 1 μM YM-201636, we noticed a decrease in the number of LAMP1-positive organelles but an increase in their size, supported by 3D imaging and in line with previous reports (54, 55) (Figs. 5E and S8). Similar findings can be observed in HEK293T cells following 30 min treatment with 1 μM YM-201636, pointing to a cell-typeindependent phenotype (Fig. S9). These **data** suggest that the reduction in K18 PFFs internalization previously seen with Rac1 inhibition is carried out by a mechanism that is PIKfyveindependent, while PIKfyve could be important for the fate of the seed once internalized.",Is data availability statement,,0
"In both insect species, the AB treatments did not affect the survival of larvae fed non-Bt control maize (data not shown). However, the two insect species exhibited different responses to the combined effects of Bt maize variety and AB treatment. Therefore, we present the **data** for each insect species separately below.",Is data availability statement,,1
"
SIE block plays a vital role in transmitting as well as receiving the **data** with USB interface. SIE block acts as an intermediate between the central processing unit of a computer and the universal transceiver macro cell interface (UTMI). InAlgorithm 
{ 
Input: 
Binary signal 
Output: 
Transmission signal (Code word) 
Intermediate Results: 
Transmitter polynomial 
01: 
The message signal in binary form need to be 
converted into polynomial form F(x) 
02: 
Multiply F(x) with M(x) 
// B(x)= F(x) * M(x) 
03: 
B(x) which is in polynomial form need to be 
converted into binary form 
// i.e. B[0111010110110110] 
} 
Fig. 1. Algorithm for BCH encoder ",Is data availability statement,,0
"Experimental results on long-tailed CIFAR The comparison between the proposed hybrid networks and existing methods on long-tailed CIFAR datasets is presented in Table 1. The compared methods cover various categories of ideas for imbalanced classification, including loss re-weighting [7], margin modification [3], **data** augmentation [19], decoupling [37] and some other newly proposed ideas [34,13]. As can be seen from the table, our hybrid networks outperform the compared methods on almost all the settings.",Is data availability statement,,0
The data that support the findings of this study are available from the corresponding author upon reasonable request .,Is data availability statement,,1
"The **data** will be entered into an e-CRF (electronic Case Report Form) specifically developed for this study using a Clinical Data Management System (CMDS-CleanWeb). All required information for the study will be entered as and when it is obtained. Thanks to automatic checks, in case of missing or inconsistent data, request for correction will be sent to participating centers via the CMDS. If corrections are necessary, they will be made directly using the CMDS. At the end of the study, a blind review of **data** will be performed and in case of additional queries, it should be resolved before the final database lock.",Is data availability statement,,0
"The data that support the findings of this study are available from the corresponding author , [ author initials ] , upon reasonable request .",Is data availability statement,,1
"The breakdown of self-initiated activities across these three units were 64.2% for patrol, 17.5% for special crime units, and 18.3% for the differential response team. Unfortunately, the HPD CFS **data** do not provide detailed information about the nature of self-initiated activities, such as offense or incident type for patrol officers. Activities performed by specialized crime investigation and DRT officers might be deduced approximately using the division information. But to further breakdown the activity to specific units produces small frequencies of specific offenses, which would have been insufficient to conduct meaningful analysis. For example, there were only 338 self-initiated activities recorded under gang division, and 165 self-initiated activities recorded under robbery division during the study period. The **data** do include some information on dispositional outcomes of police self-initiated activities. The most frequent type of action for self-initiated activities is ""collecting information"" for each of the three types of police units. The disposition of ""collecting information"" is used in instances where the incident is resolved without needing to generate an offense report or referral for further investigation. Some examples are if the officer resolves the issue by mediation, the complaint is a civil issue rather than criminal, or if it is to provide further information about an offense report that already exists. Other self-initiated actions include making an offense or supplementary report, making an arrest, issuing tickets, etc.",Is data availability statement,,0
"Validity-'Measures what it is supposed to measure' Comments indicate that a more clear definition or other refinementsto how the **data** would be collected would improve the PC-QIs.⇒ Four PC-QIs received a relatively high proportion of 'no' responses 
 (9%-12%) and could be further refined: 
 ⇒ 'Policy on PCC'; 'Culturally competent care'; 'Use of Patient 
 Reported Outcome Measures'; 'Equitable care'. 
 ⇒ Readiness of organisations to implement PC-QIs",Is data availability statement,,0
Code availability - The code to analyze data are available from the corresponding author upon request .,Is data availability statement,,1
"The provinces in the CW-regions in China are relatively underdeveloped and have a strong desire for economic development, but they have also recognized their more fragile ecological environment and thus put forward green development strategies. This paper proposes that the CW-regions in China have the backwardness advantage of green development, which is of great significance for these regions to achieve the dual goals of economic catch-up and environmental protection. The conclusions form a useful supplement to the theory of sustainable development and the theory of backwardness advantage have important theoretical significance for solving the contradiction between economic catch-up and environmental pollution in underdeveloped regions and have important practical significance for the current economic reform of China, as well as important significance for the economic transformation and sustainable development in other developing countries. This paper finds that the CW-regions have comparative advantages in human capital, and the gap in GTP with the E-region is significantly lower than the gap in technological progress. This paper proposes that the comparative advantages of human capital in the CW-regions have prompted these regions to choose GTP more, and the choice of the direction of GTP has enabled these regions to obtain the backwardness advantage of green development. Through the sys-GMM estimation, the panel **data** of 29 provinces, as well as regional panel **data** in the mainland of China from 1995 to 2017, were used for empirical research. The results show the following:",Is data availability statement,,0
"( D ) WT and ( E ) p23KD HeLa cells were treated with 40 µg / mL of cycloheximide ( CHX ) for 6 h in the presence or absence of 40 µM CQ for 12 h ( 6 h pre - treatment and then co - treated with CHX for another 6 h ) . The degradation of AHR in both cell lines was inhibited by CQ . For ( D , E ) , the below images are representative of the replicate data ( means ± SD , n = 3 ) . Conditions with no addition as no treatment ( NT ) were arbitrarily set as one ( with no error bar ) for data normalization . Multiple t - tests corrected with the Holm - Sidak method for multiple comparisons were performed to determine statistical significance .",Is data availability statement,,0
"Our preliminary **data** suggest that infection with P. gingivalis induces loss of CD56 + dNK cells and an increase in CD16 + dNK cells in the first trimester. The ratio of CD16 + cells to CD56 + cells increases to 0.63 with infection versus 0.32 in control animals, and to a lesser extent so does the ratio of NKp46 + cells to CD56 + cells with infection (0.24) versus control (0.20), indicating a shift towards an activated phenotype [85,86]. There is evidence that CD56 bright cells have a crucial role in implantation, trophoblast migration, and spiral artery remodeling [64], and that these cells closely associate with dMΦ and decidual vessels in the first trimester [87,88].",Is data availability statement,,0
"We adhered to the ""Guidelines for the use of animals in research"" as published in Animal Behaviour (1991,41,(183)(184)(185)(186). The Academic Committee of the Programa de Doctorado en Ciencias Biológicas y de la Salud, UAM-X (Universidad Autónoma Metropolitana-Xochimilco), approved the experimental protocols and the handling of non-human animals. Maximal care was taken to avoid animal disturbance during faecal sampling and behaviour video-recording. All **data** in this study are available from the corresponding author.",Is data availability statement,,1
"Geosciences 2016, 6, 20 12 of 20 covers, such as extensive erosion surfaces (peneplains). Therefore, a careful and accurate comparison with the geologic and geomorphologic conditions in the investigation area is necessary. The reservoir area is characterized by estimated Vs 30 **data** ranging between 600 and 760 m/s. The dam site area is obviously not affected by higher susceptibility to soil amplification, as in the case of lower Vs 30 velocities (<400 m/s) within broader valleys and depressions.",Is data availability statement,,0
"Any regulation only constitutes a strong deterrent against any illegal practice, if such regulation can be efficiently enforced at court or regulatory level. Yet, most consent banners embedding dark patterns go undetected and unsanctioned, as **data** protection regulator's IT resources are largely insufficient to address all the suspected legal breaches (AccessNow, 2020;Brave, 2020). This reality casts doubts on their real possibilities to investigate these matters efficiently, promptly and on a large scale. Thus, there is a need for technical solutions (algorithms and prototypes) to collect and analyze reliable **data** on dark patterns, expedite oversight tasks, warn and protect users, expose manipulative practices, and provide proof of unlawful influence to support legal proceedings. Clearly, automatic detection of the presence of dark patterns at scale is pertinent. However, dark pattern detection is a complex cognitive task which makes the use of artificial intelligence (AI) particularly challenging.",Is data availability statement,,0
"One may make a number of comments regarding these plots . Firstly , the symmetry of the function under the interchange of u and v is apparent ( and is manifest in the actual data ) . Secondly , for the values of w considered , for small u , v the remainder function takes a large negative value for w large , and increases as w decreases . The order of these hyper - surfaces reverses as u or v increase , and for large values of these variables , the remainder function becomes increasingly negative ( as of course required by the symmetry property and the behaviour at large u ) . For all three variables large , the remainder function approaches a constant which is equal to the asymptotic value of F 6 ( u ) ( about −0.67 ) . In general , it is apparent from Figures 8 - 10 that the remainder function is rather smooth for all values of the cross - ratios .",Is data availability statement,,0
